protected,subzone,mean_elev_cv,mean_loreys_height,mean_percentage_first_returns_above_2m,mean_total_biomass,sd_elev_cv,sd_loreys_height,sd_percentage_first_returns_above_2m,sd_total_biomass,count
unprotected,IDF_ww,0.33736035449733526,24.46765781763467,83.07817914476267,246.50956169948236,0.13828676249444216,7.679299286921928,18.881417997240288,140.2167178692101,373374
protected,IDF_xc,0.3558614532019767,24.299887995852096,75.33996046149589,224.88733439203727,0.10651292944575562,7.69919301165108,25.141146793044587,127.51446199913558,30856
unprotected,IDF_xc,0.3693967271549022,24.33104050550948,69.92000129617388,215.30535482827472,0.09985947932950069,7.582545686771611,26.73275711649193,127.41319992544203,30860
protected,IDF_xh,0.3694266670683145,22.603382013576855,64.62973286236998,180.15341329139991,0.10521623384976352,6.730627645189558,29.239936776224493,124.8312591531058,132778
unprotected,IDF_xh,0.364758749529137,22.023221483983594,64.61668030132282,171.13676444448356,0.10383043726306024,6.227095952239892,27.947970535525535,111.5707382950762,132750
protected,IDF_xk,0.3827427140111525,17.304840448658023,59.37484766375525,115.01802860834427,0.10293621438654683,6.669131110462841,25.75323165705585,88.13360280736926,31739
unprotected,IDF_xk,0.3774210277576501,18.5993544535107,55.78338164403478,119.04948706638943,0.09977020114708461,6.161202708793282,26.764087507997267,86.8363685226376,31739
protected,IDF_xm,0.3600549504810726,21.45278673006031,65.10377881549586,157.94173668913584,0.09672435391387676,5.102967522411196,25.369313737187344,95.94891805786513,70882
unprotected,IDF_xm,0.3753540773137415,22.091509748869502,56.01835327313716,157.6039600733494,0.09714251586553557,6.14715471081684,30.223244794953203,117.1516914624519,70880
protected,IDF_xw,0.3723569371099417,22.785804548726023,58.08058389342346,170.25329512721842,0.09703529122328429,6.811193766286478,32.27125832467914,124.41586407829759,16664
unprotected,IDF_xw,0.3663111684570668,22.386957330611516,61.55426213766768,169.58286623056816,0.09412187182044535,6.062033228510173,29.476350405154953,110.31115442644955,16663
protected,IDF_xx,0.3926550522648086,17.141910104529646,56.66977700348414,111.29007665505185,0.1092384895297884,6.46984396811005,25.382257746670977,91.15760533179213,1435
unprotected,IDF_xx,0.397809756097561,17.11920139372824,53.580264808362344,106.77775609756083,0.10375485760473689,5.797754037849579,24.971757566118303,87.11628159986543,1435
protected,IMA_un,0.36423877798609505,17.332895775890265,41.145624793206785,81.56747104885731,0.08891353685294723,5.013293825286665,27.764411843708963,71.58235557296717,9067
unprotected,IMA_un,0.35740028678578506,17.607384954775803,38.341334656960065,81.07828590337421,0.09306886368529961,5.127973473110745,27.44435368312507,75.03762044911565,9066
protected,IMA_unp,0.3781310175282923,23.185482068944065,71.57005277923943,203.86031861995443,0.12860625318609473,7.688723898445504,25.509026934642094,142.44527408484217,71998
unprotected,IMA_unp,0.3637790940475241,21.495611323010934,65.05971184363597,167.0156438275968,0.1162855801529416,6.6002848616522565,27.959270347030593,117.15944199123228,71836
protected,MH_mm,0.35605051637271645,20.06029647500864,77.70773184966923,171.9678116318882,0.12617648763970574,8.126281006135859,22.596180564269687,124.50193692598218,3134073
unprotected,MH_mm,0.35647357777036437,18.8605615173048,78.7825318365173,158.29770861291564,0.13191580378118561,7.893726208655295,20.970178045627268,118.42776218281377,3125550
protected,MH_mmp,0.38495067058768623,14.794043084311792,63.44869168382736,97.18681223908983,0.12368613887187682,5.786153555346113,25.436465830295393,74.58195524435017,272373
unprotected,MH_mmp,0.3892977868679622,14.150180461875502,64.51628647700849,89.84684212843409,0.1276068974605271,5.323838976215423,24.2684881221236,66.55050684655575,272329
protected,MH_un,0.27466204794235105,15.677343217403543,86.55632534294243,138.46684079257312,0.13559555990818536,4.025153150720936,14.867338730014362,73.0499223581851,7217
unprotected,MH_un,0.3548101704309276,14.287278924761218,73.79994041845703,104.57733130109175,0.13054803782230176,4.246315075189703,23.082840845559634,65.17334131813388,7217
protected,MH_unp,0.37013055289229735,13.444104985618393,61.83348833493134,86.22777564717092,0.12760141659882043,4.005162520713546,27.756553890315878,59.75266965499794,6258
unprotected,MH_unp,0.3948580562659825,13.341927749360584,61.31193414322262,79.67962436061246,0.13756825147388987,3.936895758442752,26.388700124486785,53.093045215306404,6256
protected,MH_wh,0.33203886198435534,16.86146439106125,81.64926296399389,142.4204698541703,0.11544371464059264,6.477432530153299,20.64241168342582,97.82515882006388,217642
unprotected,MH_wh,0.3315382922413605,16.359200370328928,82.29320269070114,136.0859049723917,0.11373819048177944,6.0111726427900845,20.154353227338326,91.39941480437975,217642
protected,MH_whp,0.3347337286879287,16.02718235730078,77.61603024462511,128.24849043735654,0.11038723567788739,6.2548048101422555,24.47996626128212,92.20683173444668,33725
unprotected,MH_whp,0.3402190233344431,15.497646544310797,74.88020132238185,120.1102707029981,0.11038758667969714,5.964118895608674,25.418549885970137,86.61061647440685,33727
protected,MS_dc,0.35172742727216644,20.981174550774288,63.93511091537381,153.10017211938876,0.11455829782815269,5.857748597301452,26.055711174527893,95.61973952681244,240589
unprotected,MS_dc,0.3554554117794397,21.743532065764306,68.70040977593338,171.46070947952643,0.1167413650924227,6.319900911419138,25.625649050800323,102.11222505710472,239570
protected,MS_dk,0.3575151390075098,21.01752623164026,72.8592327706663,162.58143704620136,0.11664059206700086,4.975443286943147,22.28053340838176,81.45169477167003,743741
unprotected,MS_dk,0.3583779778554314,21.936589336380838,76.41654787682847,183.13669994856704,0.10937358263810626,5.725295514835984,19.632193128886847,92.89550941225177,740046
protected,MS_dm,0.3504823731840048,21.023049663995153,65.57164047686024,156.30577184542403,0.11290659744373889,5.768494422834594,27.884199352031363,108.19442239702195,153431
unprotected,MS_dm,0.3503602907381619,21.40975442211693,71.79794966583466,171.61930276698936,0.11461095049936848,5.816930622608497,23.744468825350385,104.38895478388311,152302
protected,MS_dv,0.36635906386492284,20.683355796680754,68.23938714449416,152.66254685832757,0.1231115659825086,5.7897175383242985,23.808273692518576,89.86849110882694,58154
unprotected,MS_dv,0.3499520523252721,20.563825908569555,61.73767248631545,139.47873856239977,0.11610796271445822,4.669672203701,26.0925568524362,80.64078253119257,58251
protected,MS_dw,0.3679813654787853,24.633391272307794,78.22044822866633,235.60789545718148,0.13264016545578092,7.73301451262451,20.919385933941776,147.3178732564543,37994
unprotected,MS_dw,0.36216699039321615,22.50285933645079,75.2291041524468,198.9284201270309,0.11732786476429508,7.112279209364931,21.224592039673357,125.02423734508938,38098
protected,MS_mw,0.37686242575920287,24.325872156436915,73.25615946359834,209.32251428782192,0.13232641241933255,6.443355106182805,23.313644496868942,110.25683367084247,53542
unprotected,MS_mw,0.3632022860381592,23.64971144908467,78.34778122048593,210.37439316075395,0.13770191625137132,6.162075325702802,20.84852371573109,103.46485951952955,52930
protected,MS_xk,0.35388490071763,21.194341167002072,55.94269804681148,141.46238872030332,0.11065506345485099,5.710562459787679,31.159788875614527,111.81676944329911,308412
unprotected,MS_xk,0.34112889255415435,20.260637843140444,56.39650153891192,128.871592375989,0.10576602875504122,4.835729202760334,29.81486266641524,91.60585311549391,308024
protected,MS_xv,0.3242686252147201,19.14828148614695,33.870321966856935,78.54391884480138,0.10426720640164458,3.0183520390296983,19.49230558758881,41.33932690822167,630127
unprotected,MS_xv,0.335039549466978,19.108531229368516,35.159317882795996,79.79726797615396,0.10473268278027029,3.2292112671762534,21.081871191585044,46.012220713161035,630097
protected,PP_xh,0.36470064065229924,19.880101986668734,57.91988675338493,150.65314631463383,0.11058169069229698,7.840754279947533,28.789210327760397,128.71893677248585,30906
unprotected,PP_xh,0.36561932958000926,18.0327029055843,48.93344560927024,116.10176211738487,0.10820241573173435,7.313808832346717,27.868154742092926,105.77023261972214,30906
protected,SBPS_dc,0.3602621344687519,18.544050023053256,33.638804908285934,75.60020091867653,0.11261902719087902,3.605973909029216,20.51962632906018,56.57257082149732,166983
unprotected,SBPS_dc,0.36770360898830046,18.762924502308252,35.079647126463264,79.22376721844189,0.10499281943445862,3.902162347025444,21.64999286840808,62.2120463943053,166972
protected,SBPS_mc,0.36911218142345975,17.493735292976805,34.10422754048834,72.04883895301657,0.09975533629353024,3.8956551919874114,19.503590898137364,58.10295383133585,861016
unprotected,SBPS_mc,0.35414586084495714,18.51343216579501,35.55075905336472,78.76138010964428,0.1037968445555545,3.549910827652648,19.912552704117044,55.378210490663186,861033
protected,SBPS_xc,0.29886156378346485,19.535763420378633,28.119145083092885,72.24395770411145,0.10599985546788877,2.571947476197803,16.01717046487008,31.515098134286255,221156
unprotected,SBPS_xc,0.3127757031748243,19.36059968344306,30.701411413563562,74.90065121644493,0.10756384055036733,2.801663380697191,19.898780790952745,41.533593892985685,221140
protected,SBS_dh,0.37311803179817266,19.397637781073644,62.19536390625979,131.96558575229395,0.10809535310109807,5.7931050430378175,26.001553969643005,87.59980530440401,172462
unprotected,SBS_dh,0.3778268937129077,18.844432568323477,73.8025448064099,146.3723492083745,0.11610907998450226,6.480858639876529,23.806983402699434,91.52521998195142,172241
protected,SBS_dk,0.37729858498786756,17.510452041003894,56.957476794953465,109.49469874222531,0.10303683042476462,5.515673986711349,27.752546574349047,85.00892876066042,343460
unprotected,SBS_dk,0.3809017202020978,17.778926457574105,61.28582280286742,117.4013085241456,0.11343546734187081,5.656661941744747,28.042270491241293,86.52764364962272,343448
protected,SBS_dw,0.38727974388940123,19.956076882661513,61.99250454839717,143.88839178816255,0.10382070691679225,6.846524855928439,26.506510619732165,108.38619166814316,586465
unprotected,SBS_dw,0.38444629194398255,20.94768022471289,67.24381507981985,162.5704899049726,0.11059854210585175,6.847339106253537,25.06247281064079,108.05737665848132,586318
protected,SBS_mc,0.3700585096984692,18.203322010713368,57.617409588065904,115.24910208609082,0.10525272257892593,5.910511970736531,27.35466184174029,86.16181955544154,2555713
unprotected,SBS_mc,0.37030065567275994,18.308165373855395,64.1509896894534,124.34717924275097,0.11170976126752472,5.957063148587026,26.651459150608865,86.0992016419586,2553559
protected,SBS_mh,0.38477235906760315,22.380993717969663,81.39724169284122,211.4438502231817,0.1096297778594322,6.7708028657927,16.859325324987438,108.9511106046211,12098
unprotected,SBS_mh,0.3698223526494162,21.34869628833587,78.35536165991552,197.72667686203604,0.11596467275440984,7.519533822974745,20.458556578007077,119.60568800662914,12097
protected,SBS_mk,0.38951499090487585,19.15766262409683,54.80470658528668,123.67312506622275,0.10377448541747104,6.325453861675708,25.56455194373566,99.08499550111823,490364
unprotected,SBS_mk,0.3861737028682738,19.210602567138572,60.92447759820313,134.51783106996797,0.11014290378672276,6.771017208748023,26.788270963360457,105.25621504878525,490274
protected,SBS_mm,0.39317745419477235,20.791884860182822,71.24226518806078,149.60801870783544,0.13356483347335735,4.96634712078154,23.866109341205533,72.11076396210552,51850
unprotected,SBS_mm,0.3784677002583696,20.200024751808414,67.22121175031275,143.12434244526827,0.12476560826239089,5.260810463373684,26.776777523860584,87.00256875594229,51471
protected,SBS_mw,0.3815337145580233,21.70177960447979,54.38063497736339,149.03932332618552,0.1019231405362099,6.590536972679878,25.122664026091158,112.23709895331197,8394
unprotected,SBS_mw,0.3843599904511863,23.165641680592174,76.26736213893507,202.4035676772492,0.12294510230905273,7.430776309129749,19.091136701972143,118.2024182785115,8378
protected,SBS_un,0.34892284693684505,15.903136006294371,77.71410857944731,130.33321149565012,0.11666148187486006,4.741543111750942,20.361649523440384,78.16701560704246,723121
unprotected,SBS_un,0.3446382665069095,15.87812399636531,77.99933897383636,129.37449904436372,0.1282894043071621,4.723714839814119,20.570354141645353,79.25387909093816,723118
protected,SBS_vk,0.3833088419964912,20.606869826164242,77.98986888434415,172.85480067960023,0.11248634872478869,7.163959623704135,20.501022611775273,101.44928515390964,162452
unprotected,SBS_vk,0.38514700564563015,22.123960911653626,77.41597819268559,190.24285407677635,0.12307895914181502,7.830434479320047,19.57987918402709,110.32980816836483,162606
protected,SBS_wk,0.38324191184618805,21.430461242124686,69.76807891717715,173.157222157905,0.11342148924366174,7.957916558394875,24.622744756577113,119.00186789751633,405995
unprotected,SBS_wk,0.3738863428838858,20.867784373527908,72.97402453044357,172.57459337135066,0.11812255143356193,7.689193130930934,23.05007287993532,117.77016920949012,405210
protected,SWB_mk,0.39221654243306897,14.053095551093241,57.550559235717614,81.86814784026384,0.10001365540687084,5.074427811243867,23.759072804739173,65.6448794324894,8187296
unprotected,SWB_mk,0.3869565270363148,13.8644599116966,58.76692657567502,80.69016735515066,0.10313242700387117,4.806365229307609,24.590691979666488,61.77412521406369,8187503
protected,SWB_mks,0.3990196448373022,12.472749431700118,50.11845044207627,62.71122169148465,0.10610594659453101,4.631497564347543,25.85514604374615,53.297163035713496,1296473
unprotected,SWB_mks,0.3920631260203769,12.51202551484602,51.89381251129603,64.49988838016894,0.10490106712201412,4.755285501186964,26.414033933461756,56.136201516534285,1296185
protected,SWB_un,0.4063457131530969,13.28805170953305,59.87718741503087,78.63244471907737,0.12236278526321687,3.6911909576944315,24.376795093407576,51.868006825688795,643305
unprotected,SWB_un,0.4108331563867529,13.821161264759821,57.78218865861593,84.67759347200607,0.12089897649001409,3.6612859509816116,23.818518043247387,54.701131154767495,643321
protected,SWB_uns,0.41099469316463894,12.076420527004395,50.235691601825344,60.563841981637566,0.1050648672283863,3.5093393984375383,23.833714327482426,43.646613538414584,119657
unprotected,SWB_uns,0.4149572771719009,11.944824562280601,47.74841552797202,58.81082587437089,0.10429503418743172,3.53058544282925,23.57119399365006,45.46583549485581,119655
